movie_id,title,description,director_id,rank,year,run_time,vote,rating,revenue,meta_score
07a5a3fe-88c5-44a4-abb8-055bc4768198,"Hello, My Name Is Doris",A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,93b9c17f-3f5b-4252-8be2-a49b3c398659,907,2015,95,12361,6.7,14.44,63
07be57b9-c290-44a5-b9d7-9ce552384edc,Thor: The Dark World,"When Dr. Jane Foster gets cursed with a powerful entity known as the Aether, Thor is heralded of the cosmic event known as the Convergence and the genocidal Dark Elves.",cfd2e07e-af3a-4f48-b284-ee4780bf9432,215,2013,112,443584,7,206.36,54
0809fa19-8b19-4c23-b722-b0711b66c4c3,The Bourne Legacy,"An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.",b0f5f583-1b57-4301-9180-82f68eeda550,530,2012,135,245374,6.7,113.17,61
086ac7ea-7747-454d-8f0a-4b46e8ac4b58,Fantastic Beasts and Where to Find Them,"The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.",f06dde41-9d2d-468e-a921-125e371eab9a,11,2016,133,232072,7.5,234.02,66
08af29fa-1f54-47f5-b99a-f3f1659e183b,Chef,"A head chef quits his restaurant job and buys a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family.",a65eb92c-0c08-4a18-bfd6-272b67f6a2d2,762,2014,114,151970,7.3,31.24,68
08e4e126-854c-4234-95f9-157d11cbbc03,All Good Things,"Mr. David Marks was suspected but never tried for killing his wife Katie who disappeared in 1982, but the truth is eventually revealed.",042d74fb-011c-45a3-b21c-f8af8763690c,580,2010,101,44158,6.3,0.58,57
090d2cab-ee2d-4ec5-aaf1-5abfeeecc917,Jagten,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",5289b8c4-d843-467e-81dd-113e87a322c1,456,2012,115,192263,8.3,0.61,76
09183704-2538-4b5f-bf79-5c55664d75d5,5- 25- 77,"Alienated, hopeful-filmmaker Pat Johnson's epic story growing up in rural Illinois, falling in love, and becoming the first fan of the movie that changed everything.",b99c2526-70f6-47e0-9068-a68bc98da215,40,2007,113,241,7.1,,
091e2499-4f6a-4b74-99b5-6bce3a035877,The Mist,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.",d4081865-f865-4f56-8cf1-4590828cdc97,676,2007,126,233346,7.2,25.59,58
092b4ede-fe27-4020-9bf3-1ef7b411646e,20th Century Women,"The story of a teenage boy, his mother, and two other women who help raise him among the love and freedom of Southern California of 1979.",ae9d46d5-7177-4cdd-b942-7cfd541584b6,248,2016,119,14708,7.4,5.66,83
093b7b69-40ee-4cb5-b7b3-312ea8321f67,Your Highness,"When Prince Fabious's bride is kidnapped, he goes on a quest to rescue her... accompanied by his lazy useless brother Thadeous.",4d7a0642-7e50-462f-a641-bcf6640068b2,986,2011,102,87904,5.6,21.56,31
0994d8a7-3b3d-4c43-a88c-184fa465fe39,Looper,"In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination.",23e29ea9-82d9-4642-b5e9-81245a415e25,342,2012,119,452369,7.4,66.47,84
09ab1131-40bb-44a2-ac87-27c64a54ee9c,Kimi no na wa,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",89c1899d-ddb5-4534-9bc4-86bf8fe4adf1,97,2016,106,34110,8.6,4.68,79
09b16889-3ca8-4181-b673-29ae5ca35b7f,31,"Five carnival workers are kidnapped and held hostage in an abandoned, Hell-like compound where they are forced to participate in a violent game, the goal of which is to survive twelve hours against a gang of sadistic clowns.",373d4881-e9e8-414c-8ad2-05fd3f1f9cbe,777,2016,102,10871,5.1,0.78,35
0a12ac83-be95-40f5-adfe-c5ab77c62a24,Sex and the City 2,"While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie.",bec30eee-482a-45e6-ad3a-8d20a86d9a40,953,2010,146,62403,4.3,95.33,27
0a2bbd5e-30df-4788-ab5c-51cbee2414d8,The Autopsy of Jane Doe,"A father and son, both coroners, are pulled into a complex mystery while attempting to identify the body of a young woman, who was apparently harboring dark secrets.",7c9dd924-a467-43f8-99cc-20b4c8d1e8e9,62,2016,86,35870,6.8,,65
0a6f67a9-bf25-47af-b172-b24e00a519ba,Loving,"The story of Richard and Mildred Loving, a couple whose arrest for interracial marriage in 1960s Virginia began a legal battle that would end with the Supreme Court's historic 1967 decision.",a5e96eb2-9b4c-4886-8384-059cf91ad047,552,2016,123,17141,7.1,7.7,79
0a7aa73f-bf12-475f-b87f-481086a37059,The Invitation,"While attending a dinner party at his former home, a man thinks his ex-wife and her new husband have sinister intentions for their guests.",d9820da0-71a3-4aa2-982b-daec4dc055c1,406,2015,100,40529,6.7,0.23,74
0a9a5071-ed1f-43dc-8c43-87905ea4b520,Ouija: Origin of Evil,"In 1967 Los Angeles, a widowed mother and her 2 daughters add a new stunt to bolster their seance scam business, inviting an evil presence into their home.",e73db76a-0104-49e7-b484-fe403b1711a4,749,2016,99,30035,6.1,34.9,65
0ab8d9e4-1732-4b01-a10d-9ba10ccef9a8,Bleed for This,"The inspirational story of World Champion Boxer Vinny Pazienza who, after a near fatal car crash which left him not knowing if he'd ever walk again, made one of sport's most incredible comebacks.",7a04328e-db77-4d31-9d6f-f5c058896287,575,2016,117,11900,6.8,4.85,62
0b1de5b2-8cfd-487b-8e16-810fe01bf073,Jumper,A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,2cb92e46-1742-4d16-8aa8-989558a059ab,688,2008,88,252503,6.1,80.17,35
0b2bcb1e-ebb0-4b67-9b5e-57d758ed7813,Taken,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",f41b552b-9314-4a15-9464-bf1e230897a4,411,2008,93,502961,7.8,145,50
0b42eb63-50ce-4576-87d5-9286202a979d,Pride and Prejudice and Zombies,Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,d0fbb847-dcd6-4ed2-8d9f-587527e5d8ee,423,2016,108,35003,5.8,10.91,45
0b61ae98-f715-4e7c-9246-2388af50f89e,Amateur Night,"Guy Carter is an award-winning graduate student of architecture. He's got a beautiful wife and a baby on the way. The problem? He doesn't have ""his ducks in a row,"" which only fuels his ... See full summary »",7f407da0-a154-4e8e-aa70-762c8ee4bf8c,978,2016,92,2229,5,,38
0b6c1e67-ec20-4b55-810b-eeb1b3bf7e5d,The Perks of Being a Wallflower,An introvert freshman is taken under the wings of two seniors who welcome him to the real world.,e5091f18-57d3-41b9-b825-2eadb342c4c1,236,2012,102,377336,8,17.74,67
0b7a26da-7e77-49cd-9d12-9a8b29b08a25,Don Jon,"A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.",8925ca95-562c-4746-ab50-575617adf91f,615,2013,90,199973,6.6,24.48,66
0b7f81b7-0dea-4e1a-82b7-3271e38123dd,Spectre,"A cryptic message from Bond's past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",9a4769e3-0561-4b25-919e-0c3d8b772cb3,170,2015,148,308981,6.8,200.07,60
0bf1bdb0-2c4d-4a25-9a66-a4bf5ea5ad76,A Cure for Wellness,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem.",43b99263-c6d3-4db6-a35f-ecfab84ff2e1,202,2016,146,12193,6.5,8.1,47
0bf98d1e-ace8-4712-8023-98bb590331b0,In Time,"In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Here, Will Salas finds himself accused of murder and on the run with a hostage - a connection that becomes an important part of the way against the system.",47079e36-0e73-42c8-8405-722d11da3d56,324,2011,109,319025,6.7,37.55,53
0c1cab80-94e5-4ea2-b1d0-fd2203b38595,We Need to Talk About Kevin,"Kevin's mother struggles to love her strange child, despite the increasingly vicious things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.",5259deba-0614-4526-9770-ba5209253f5b,682,2011,112,104953,7.5,1.74,68
0c516d2a-9c6e-4a9f-b97b-b83d65e34d7e,Tinker Tailor Soldier Spy,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet agent within MI6.",b47f1b81-1202-4c6e-a37a-543d13e13cd4,690,2011,122,157053,7.1,24.1,85
0cbe9ae1-ba8d-4d77-a978-20565d11d282,The Hateful Eight,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",12f8330d-bc58-476b-a410-120300bf7f31,89,2015,187,341170,7.8,54.12,68
0cd2c0ad-283c-4de5-80b6-346d22b2acd4,Custody,The lives of three women are unexpectedly changed when they cross paths at a New York Family Court.,0d6e971f-aff0-4ace-a801-66eddea36100,965,2016,104,280,6.9,,72
0cf1ea57-d022-4f36-81fd-8bae0ee86c16,The Hills Have Eyes,"A suburban American family is being stalked by a group of psychotic people who live in the desert, far away from civilization.",6f192a2c-014a-47b6-825e-a2a29832520d,859,2006,107,136642,6.4,41.78,52
0d158dd3-b241-4a99-ba56-97b81fd57b82,The Drop,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",bae6e062-4962-4fe0-a9ae-d339dffe1bec,593,2014,106,116118,7.1,10.72,69
0d220233-83dd-442e-8c5c-2621a699e209,WALL·E,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",a6b1118d-0814-415e-9803-9606473987d6,635,2008,98,776897,8.4,223.81,
0d3cb6e9-f9af-45a9-b454-01a9a18e59ab,Chuck,A drama inspired by the life of heavyweight boxer Chuck Wepner.,de2ffa61-25d1-49f1-a3e2-43a6d56a6765,549,2016,98,391,6.8,0.11,68
0d40c410-e4cc-4aec-b621-21e8f1e9f703,White House Down,"While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.",b236b8fe-6e4d-4d60-ac06-53a93e150302,343,2013,131,173320,6.4,73.1,52
0d58bdf8-9503-45f6-9343-c62f9ebab76c,"You Don't Mess with the Zohan",An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.,edb815ad-8001-4c4e-b4a4-26223ee5a6bb,838,2008,113,163144,5.5,100.02,54
0d61b417-8f7a-41ba-b8f0-c23918fd76be,Scream 4,"Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.",621c9ab5-8b2d-4744-a8f7-23b7015f2c03,974,2011,111,108544,6.2,38.18,52
0d770935-4599-460d-857b-4f015dbccca6,Point Break,"A young FBI agent infiltrates an extraordinary team of extreme sports athletes he suspects of masterminding a string of unprecedented, sophisticated corporate heists.",44782ad8-827e-4a37-a62f-cef584ea1fcc,494,2015,114,44553,5.3,28.77,34
0d9920e8-ec63-479d-b09d-6f889eb168cf,The Shallows,"A mere 200 yards from shore, surfer Nancy is attacked by a great white shark, with her short journey to safety becoming the ultimate contest of wills.",64ffa323-98cc-4f24-b66e-b53857216677,133,2016,86,78328,6.4,55.12,59
0da0dc67-2e15-4fd0-ac55-d7c25a263ec1,War on Everyone,"Two corrupt cops set out to blackmail and frame every criminal unfortunate enough to cross their path. Events, however, are complicated by the arrival of someone who appears to be even more dangerous than they are.",a93bde21-c5be-4cd7-b399-cf9987ad9ce4,675,2016,98,9285,5.9,,50
0e10d813-0c65-411b-bf5a-74847e8474b9,The Disappointments Room,A mother and her young son release unimaginable horrors from the attic of their rural dream home.,0aee1dbf-b2e1-47f8-8c13-98a680977125,238,2016,85,4895,3.9,2.41,31
0e21d7ec-7207-426d-997c-4f2107edd0ec,Now You See Me 2,The Four Horsemen resurface and are forcibly recruited by a tech genius to pull off their most impossible heist yet.,a59b4161-badd-49eb-a604-a008f50c4e1c,167,2016,129,156567,6.5,65.03,46
0eb028bc-c124-4ad8-bbfd-57d912fdcab0,Furious 6,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.",d6f65830-9c47-4b7e-a570-b2f5567b5e6d,135,2013,130,318051,7.1,238.67,61
0eca3f19-4229-42ae-8496-c76e838bcfbe,Arrival,"When twelve mysterious spacecraft appear around the world, linguistics professor Louise Banks is tasked with interpreting the language of the apparent alien visitors.",ec8025ca-bf46-413d-b95b-ac8ffd489193,20,2016,116,340798,8,100.5,81
0f0691d6-ca77-4d9f-b073-872b91e1e396,The Boy Next Door,"A woman, separated from her unfaithful husband, falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",1ba9ea2e-d7eb-4c04-928b-05867a93cb4f,556,2015,91,30180,4.6,35.39,30
0f738d8e-38b8-4111-ac14-feb7b69c51ba,Argo,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1980.",90ddb8bc-7175-4b59-9acb-eed906d1bae6,475,2012,120,481274,7.7,136.02,86
0f9c6690-d617-4c9f-b444-57b0c19e4586,American Hustle,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.",43e75933-462e-4fbf-b9a8-5293b8f52f2c,348,2013,138,379088,7.3,150.12,90
0fa6f590-f2f4-4535-92ba-b1d59fb7f0e5,Adoration,"A pair of childhood friends and neighbors fall for each other's sons.",7912fd2e-9048-4ec7-8b76-5e0b6b4bae95,592,2013,112,25208,6.2,0.32,37
1069cfdb-064a-4726-9d12-9a99d7af935e,The First Time,A shy senior and a down-to-earth junior fall in love over one weekend.,061b09e8-efec-4098-b10b-bb6dbcc26ef3,662,2012,95,54027,6.9,0.02,55
1123010e-d0a8-49b7-829b-688c5fca8597,The Warriors Gate,A teenager is magically transported to China and learns to convert his video game skills into those of a Kung Fu warrior.,a802dc49-a85d-4a6b-9f2a-749d94c44823,828,2016,108,1391,5.3,,77
112a2f54-5e58-459c-85fe-4fe3acf2b3d2,"Pirates of the Caribbean: At World's End","Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.",43b99263-c6d3-4db6-a35f-ecfab84ff2e1,76,2007,169,498821,7.1,309.4,50
117dcfce-ebe4-498d-ad46-8838692a0124,Blue Valentine,"The relationship of a contemporary married couple, charting their evolution over a span of years by cross-cutting between time periods.",63fafee5-64ed-446b-a68e-32e6f0b45167,444,2010,112,151409,7.4,9.7,81
11eb059e-d417-42b5-937d-d82e841008de,Friend Request,"When a college student unfriends a mysterious girl online, she finds herself fighting a demonic presence that wants to make her lonely by killing her closest friends.",5cfa9431-0630-4b45-878b-1b6986800e57,532,2016,92,12758,5.4,64.03,59
12237912-4ae3-4299-816f-e1bfddae025d,I Am Legend,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",67de7ff2-7e20-412a-93f1-7cb1d151f18d,496,2007,101,565721,7.2,256.39,65
12c7f895-e7f0-4aac-aa0f-f7928c126986,Saving Mr. Banks,"Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",d9773306-8119-4f46-97ea-3f1d3b9e2fb7,882,2013,125,125693,7.5,83.3,65
130da655-a769-4a60-a5c9-3aeea18fc1d1,"Pan's Labyrinth","In the falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",e78ad0ce-3e2d-4de4-8f4e-f3d1c4a855a7,231,2006,118,498879,8.2,37.62,98
138a7540-aa78-49ab-88f8-4c279b9adb3c,Dredd,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.",708b7a7c-4be9-496a-9071-b53fec89c37d,447,2012,95,213764,7.1,13.4,59
13f5af03-2514-4bde-b920-6e1255adc18c,Remember Me,"A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to the fullest since witnessing her mother's murder.",6fe8962a-559b-4192-9bf6-f2ab8cc7e789,861,2010,113,119376,7.2,19.06,40
141599a8-f019-468b-92a3-87548d39dec4,The Host,"When an unseen enemy threatens mankind by taking over their bodies and erasing their memories, Melanie will risk everything to protect the people she cares most about, proving that love can conquer all in a dangerous new world.",47079e36-0e73-42c8-8405-722d11da3d56,240,2013,125,96852,5.9,26.62,35
141afedf-58e0-49fc-9bfb-af4fd0a37bec,The Twilight Saga: Breaking Dawn - Part 1,"The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.",5e379e74-981b-4125-9e1c-b07b4ec1ea28,926,2011,117,190244,4.9,281.28,45
14cf36d5-6fb5-4466-8009-175f7bc59b73,The Departed,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,f42194e8-2ac6-4281-b5ac-06303a9cf51a,100,2006,151,937414,8.5,132.37,85
14f25e30-c8b3-402b-963d-4635516b3ba7,What If,"Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life.",9127bcf4-b278-4aac-a6e9-8bae753803b0,903,2013,98,55243,6.8,3.45,59
1510c525-1d90-442d-8af1-77db482f39d4,Lady Macbeth,"Set in 19th century rural England, young bride who has been sold into marriage to a middle-aged man discovers an unstoppable desire within herself as she enters into an affair with a work on her estate.",4e9ef91e-e6aa-4f06-9300-95eb1da42d9e,351,2016,89,1396,7.3,,83
1547cc81-6b98-4475-a80b-ef3830d51e28,Children of Men,"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",3433ebad-b11b-4475-b5f0-cd7ad237d873,247,2006,109,382910,7.9,35.29,84
17015158-143f-48df-82ef-11667706078a,No Escape,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape from an environment where foreigners are being immediately executed.",8b836200-48ff-4504-afae-560ffcd2045c,924,2015,103,57921,6.8,27.29,38
17354d35-9604-43e5-8c79-78b0cf05bec6,Central Intelligence,"After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.",92491228-bd85-43f0-ad54-10381ef9f0d6,200,2016,107,97082,6.3,127.38,52
1735d982-2056-455d-8326-e0a2b3a9a9b0,Rise of the Planet of the Apes,"A substance, designed to help the brain repair itself, gives rise to a super-intelligent chimp who leads an ape uprising.",4509282c-4f2a-49d4-8eaf-e4b68f0014ea,258,2011,105,422290,7.6,176.74,68
1771a690-74b5-4042-97d2-c501c55e59b8,Viral,"Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister.",a281767e-1684-40ae-8383-00cd2c66f436,645,2016,85,3564,5.5,,72
17c589bb-6a10-4043-abf7-0433042c60aa,Paint It Black,A young woman attempts to deal with the death of her boyfriend while continuously confronted by his mentally unstable mother.,1e2daeaa-ed9e-4f28-a362-16e7fbac9eae,479,2016,96,61,8.3,,71
184b0df5-be6f-4172-a16a-d63643ec3c3d,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",5e379e74-981b-4125-9e1c-b07b4ec1ea28,367,2012,115,194329,5.5,292.3,52
18507ff3-37d1-4179-88c0-af213f061edc,Nocturnal Animals,"A wealthy art gallery owner is haunted by her ex-husband's novel, a violent thriller she interprets as a symbolic revenge tale.",3984603f-ddee-4d42-8394-adcabe07c206,32,2016,116,126030,7.5,10.64,67
18c5091f-76e0-4e0b-8c23-f7e3ac00e51d,Nymphomaniac: Vol. II,"The continuation of Joe's sexually dictated life delves into the darker aspects of her adulthood, obsessions and what led to her being in Seligman's care.",2192b292-94f5-43ad-93d9-874acce58f9f,721,2013,123,65824,6.7,0.33,60
18d4bb66-da1c-4dca-bae1-cfb8a07bbd2d,Moon,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",641211d0-ce46-47e0-a32e-ed82b3046f50,599,2009,97,277123,7.9,5.01,67
1926d4f1-f44f-4a23-88c4-bcc0c37b885e,Super,"After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, but lacking in heroic skills.",a3632267-25c7-4cb2-bc80-2bf6861fb849,938,2010,96,64535,6.8,0.32,50
